house_address,house_rental_area,house_orientation,house_layout,house_floor,house_rental_price,house_id,house_update_time,house_longitude,house_latitude,house_rental_method,house_tag,house_elevator,house_parking,house_water,house_electricity,house_gas,house_heating,create_time,city
龙泉驿-阳光城-双柏小区,116.00㎡,西南,3室2厅2卫,中楼层（34层）,1300 元/月,CD2785454963395411968,2021-06-30,104.29708654232,30.605664167706,整租,//双卫生间/随时看房/,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,2021-07-03 13:14:28,成都
龙泉驿-龙泉驿城区-驿都水岸丽园,15.00㎡,东南,5室1厅2卫,高楼层（26层）,700 元/月,CD2812193736514347008,2021-06-19,104.28419352404,30.565880954593,合租,/权属核验/公寓/月租/近地铁/精装/独立阳台/押一付一/随时看房/,有,租用车位,民水,民电,无,暂无数据,2021-07-03 13:14:37,成都
龙泉驿-龙泉驿城区-果壳里的城,88.84㎡,北,2室2厅2卫,高楼层（34层）,1900 元/月,CD2785446350911700992,2021-07-02,104.24264,30.581755,整租,//权属核验/精装/双卫生间/随时看房/,有,暂无数据,民水,民电,有,自采暖,2021-07-03 13:14:41,成都
龙泉驿-龙泉驿城区-皇冠湖壹号,12.00㎡,东南,4室1厅1卫,低楼层（32层）,550 元/月,CD2776264502575112192,2021-06-13,104.23908415038,30.583723063481,合租,/权属核验/公寓/月租/精装/随时看房/,有,租用车位,民水,民电,有,暂无数据,2021-07-03 13:14:47,成都
龙泉驿-大面-百悦天鹅湖,75.00㎡,南,2室1厅1卫,高楼层（18层）,1450 元/月,CD2786986963935166464,2021-06-30,104.190992,30.58491,整租,//权属核验/精装/随时看房/,有,租用车位,民水,民电,有,自采暖,2021-07-03 13:14:55,成都
龙泉驿-龙泉驿城区-皇冠湖壹号,15.00㎡,东南,4室1厅1卫,低楼层（32层）,750 元/月,CD2776264462510850048,2021-06-13,104.23908415038,30.583723063481,合租,/权属核验/公寓/月租/精装/随时看房/,有,租用车位,民水,民电,有,暂无数据,2021-07-03 13:15:02,成都
龙泉驿-航天-航天医院家属区,82.00㎡,东南,3室1厅1卫,中楼层（7层）,1200 元/月,CD2764277347519053824,2021-07-02,104.271042,30.554382,整租,/权属核验/,无,租用车位,暂无数据,暂无数据,有,暂无数据,2021-07-03 13:15:08,成都
龙泉驿-十陵-中海御湖世家,40.24㎡,东,1室1厅2卫,低楼层（22层）,1700 元/月,CD2764521383542128640,2021-07-01,104.178189,30.653453,整租,/权属核验/近地铁/精装/双卫生间/随时看房/,无,暂无数据,商水,商电,有,暂无数据,2021-07-03 13:15:13,成都
龙泉驿-航天-劲力蓝色理想,68.39㎡,东南,3室2厅2卫,低楼层（18层）,1500 元/月,CD2763778527449841664,2021-07-02,104.263456,30.550411,整租,/权属核验/双卫生间/随时看房/,有,租用车位,民水,民电,有,自采暖,2021-07-03 13:15:20,成都
龙泉驿-大面-德商蜜柚,58.31㎡,东,2室1厅1卫,低楼层（32层）,800 元/月,CD2763883056845553664,2021-06-27,104.178218,30.57262,整租,/权属核验/随时看房/,有,暂无数据,商水,商电,无,暂无数据,2021-07-03 13:15:29,成都
龙泉驿-大面-世茂城三期,107.48㎡,南,3室2厅2卫,高楼层（34层）,2800 元/月,CD2762333371777687552,2021-06-09,104.187458,30.579178,整租,/权属核验/精装/双卫生间/随时看房/,有,暂无数据,民水,民电,有,暂无数据,2021-07-03 13:15:34,成都
龙泉驿-龙泉驿城区-隆基泰和铂悦山,15.00㎡,南,5室1厅2卫,高楼层（20层）,650 元/月,CD2707208068348772352,2021-06-13,104.25011101747,30.575685356209,合租,/权属核验/公寓/月租/近地铁/精装/押一付一/随时看房/,无,租用车位,民水,民电,有,暂无数据,2021-07-03 13:15:40,成都
龙泉驿-大面-百悦城云景,50.39㎡,南,2室1厅2卫,中楼层（20层）,2050 元/月,CD2765192869164613632,2021-06-27,104.191159,30.583815,整租,/权属核验/精装/双卫生间/,有,租用车位,商水,商电,有,暂无数据,2021-07-03 13:15:47,成都
龙泉驿-龙泉驿城区-驿都水岸丽园,12.00㎡,东南,5室1厅2卫,高楼层（26层）,550 元/月,CD2270020068911874048,2021-06-19,104.28419352404,30.565880954593,合租,/权属核验/公寓/月租/近地铁/精装/独立阳台/押一付一/随时看房/,有,租用车位,民水,民电,无,暂无数据,2021-07-03 13:15:56,成都
龙泉驿-龙泉驿城区-果壳里的城,60.00㎡,东南,1室2厅1卫,中楼层（30层）,2000 元/月,CD2766749866322567168,2021-06-27,104.24264,30.581755,整租,/权属核验/近地铁/精装/,有,暂无数据,民水,民电,有,自采暖,2021-07-03 13:16:05,成都
龙泉驿-大面-琥珀庭院,36.00㎡,南,1室1厅1卫,中楼层（28层）,1400 元/月,CD2788305384719794176,2021-06-27,104.181637,30.573221,整租,/权属核验/精装/,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,2021-07-03 13:16:10,成都
龙泉驿-大面-琥珀庭院,36.00㎡,南,1室1厅1卫,中楼层（28层）,1400 元/月,CD2788305444521910272,2021-06-27,104.181637,30.573221,整租,/权属核验/精装/,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,2021-07-03 13:16:17,成都
龙泉驿-大面-德商蜜柚,81.00㎡,东南,2室1厅1卫,低楼层（32层）,1500 元/月,CD2767236646028967936,2021-06-27,104.178218,30.57262,整租,/权属核验/,有,暂无数据,商水,商电,无,暂无数据,2021-07-03 13:16:24,成都
龙泉驿-十陵-东韵雅园,106.00㎡,南北,3室2厅2卫,高楼层（33层）,1300 元/月,CD2768270685318430720,2021-06-25,104.271871,30.65616,整租,/权属核验/双卫生间/,有,暂无数据,民水,民电,有,自采暖,2021-07-03 13:16:33,成都
龙泉驿-阳光城-华府幸福城,68.50㎡,东南,2室2厅1卫,高楼层（34层）,1500 元/月,CD2768805283186098176,2021-06-30,104.29902290863,30.613916543011,整租,//权属核验/精装/随时看房/,无,暂无数据,民水,民电,有,暂无数据,2021-07-03 13:16:42,成都
龙泉驿-大面-四季映像,76.00㎡,南,3室2厅1卫,中楼层（34层）,1550 元/月,CD2769364988861882368,2021-06-21,104.21164,30.576304,整租,/权属核验/精装/,有,暂无数据,民水,民电,有,自采暖,2021-07-03 13:16:46,成都
龙泉驿-航天-格兰鼎城,76.00㎡,东南,2室1厅1卫,高楼层（24层）,1650 元/月,CD2819008969681944576,2021-06-28,104.27314088759,30.555269617907,整租,/权属核验/新上/公寓/随时看房/,有,租用车位,民水,民电,有,暂无数据,2021-07-03 13:16:53,成都
龙泉驿-大面-华润云庭,87.07㎡,北,3室2厅2卫,低楼层（50层）,2200 元/月,CD2768161700296802304,2021-06-27,104.197852,30.574993,整租,/权属核验/精装/双卫生间/,有,暂无数据,暂无数据,暂无数据,有,暂无数据,2021-07-03 13:16:57,成都
龙泉驿-洪河-东原晴天见,24.00㎡,东南,1室0厅1卫,中楼层（30层）,1250 元/月,CD2734049250374852608,2021-06-26,104.174791433,30.617464128347,整租,/权属核验/公寓/月租/精装/随时看房/,有,免费使用,商水,商电,无,集中供暖,2021-07-03 13:17:04,成都
龙泉驿-大面-卧龙谷壹号,118.00㎡,东南,4室2厅2卫,高楼层（31层）,3600 元/月,CD2768053832821768192,2021-06-29,104.184003,30.58208,整租,/权属核验/精装/双卫生间/,有,暂无数据,民水,民电,有,自采暖,2021-07-03 13:17:11,成都
龙泉驿-大面-世茂城一期,8.00㎡,东,5室1厅2卫,低楼层（32层）,680 元/月,CD2608684889557975040,2021-06-24,104.19543079876,30.576460464563,合租,/权属核验/公寓/精装/随时看房/,有,免费使用,民水,民电,有,集中供暖,2021-07-03 13:17:20,成都
龙泉驿-阳光城-绿地新城新里桃溪川,143.00㎡,东南,4室2厅2卫,中楼层（10层）,1800 元/月,CD2767429553101488128,2021-06-30,104.294542,30.609838,整租,/权属核验/精装/双卫生间/随时看房/,无,暂无数据,民水,民电,有,暂无数据,2021-07-03 13:17:25,成都
龙泉驿-大面-世茂城三期,10.00㎡,北,5室1厅2卫,高楼层（33层）,600 元/月,CD2622428760628273152,2021-06-24,104.18809237461,30.58003882019,合租,/权属核验/公寓/精装/随时看房/,有,暂无数据,民水,民电,有,暂无数据,2021-07-03 13:17:29,成都
龙泉驿-龙泉驿城区-世外桃源,168.00㎡,南,5室2厅2卫,高楼层（6层）,2500 元/月,CD2768626061851246592,2021-06-27,104.289962,30.573959,整租,/权属核验/精装/双卫生间/,无,暂无数据,民水,民电,有,自采暖,2021-07-03 13:17:36,成都
龙泉驿-大面-世茂城一期,9.00㎡,东,5室1厅2卫,低楼层（32层）,590 元/月,CD2608684875909169152,2021-06-24,104.19543079876,30.576460464563,合租,/权属核验/公寓/精装/随时看房/,有,免费使用,民水,民电,有,集中供暖,2021-07-03 13:17:42,成都
龙泉驿-大面-龙城1号,21.63㎡,西北,1室0厅1卫,中楼层（25层）,850 元/月,CD2815348126750081024,2021-06-27,104.208725,30.581919,整租,/权属核验/精装/,有,暂无数据,民水,民电,有,自采暖,2021-07-03 13:17:46,成都
龙泉驿-大面-凯德卓锦万黛,95.43㎡,东南,3室2厅2卫,中楼层（34层）,2500 元/月,CD2776753264501735424,2021-06-23,104.201395,30.575956,整租,/权属核验/精装/双卫生间/随时看房/,无,暂无数据,民水,民电,有,暂无数据,2021-07-03 13:17:49,成都
龙泉驿-龙泉驿城区-人和世家,87.92㎡,东南,2室1厅2卫,中楼层（6层）,1500 元/月,CD2775159254271655936,2021-06-30,104.284761,30.577181,整租,//权属核验/精装/双卫生间/随时看房/,无,暂无数据,民水,民电,有,暂无数据,2021-07-03 13:17:57,成都
龙泉驿-阳光城-华府幸福城,71.76㎡,南,3室1厅1卫,高楼层（34层）,1500 元/月,CD2775337725178953728,2021-07-01,104.29902290863,30.613916543011,整租,/权属核验/精装/,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,2021-07-03 13:17:59,成都
龙泉驿-大面-德商蜜柚,37.97㎡,东,1室1厅1卫,中楼层（32层）,1400 元/月,CD2777310551959666688,2021-06-27,104.178218,30.57262,整租,/权属核验/精装/随时看房/,有,免费使用,商水,商电,无,暂无数据,2021-07-03 13:18:07,成都
龙泉驿-大面-中国铁建国际城,87.25㎡,西南西北,3室1厅1卫,中楼层（34层）,2100 元/月,CD2815333788455018496,2021-06-24,104.213894,30.585653,整租,/权属核验/精装/随时看房/,有,暂无数据,民水,民电,有,自采暖,2021-07-03 13:18:14,成都
龙泉驿-阳光城-五角大楼,77.92㎡,东南,2室1厅1卫,中楼层（6层）,1100 元/月,CD2815831532332392448,2021-06-29,104.308019,30.611763,整租,/权属核验/精装/,无,租用车位,民水,民电,无,暂无数据,2021-07-03 13:18:22,成都
龙泉驿-大面-海亮彩悦府,81.32㎡,东南,3室1厅1卫,中楼层（24层）,1900 元/月,CD2815891262274535424,2021-07-02,104.21421,30.583683,整租,//权属核验/近地铁/精装/随时看房/,有,暂无数据,民水,民电,有,自采暖,2021-07-03 13:18:28,成都
龙泉驿-大面-金茂悦龙山,12.00㎡,东南,4室1厅1卫,高楼层（33层）,500 元/月,CD2641760035000565760,2021-06-24,104.17652596836,30.575205190797,合租,/权属核验/公寓/月租/精装/押一付一/随时看房/,有,免费使用,民水,民电,有,集中供暖,2021-07-03 13:18:35,成都
